((0,231), 0,(209), (204,0,2130),0,0)

(0,253), (198,0,0)
(0,275), (190,0,0)
(0,242), (202,0,0)
((0,0308,), 33), ((244,0179,,0,0)0)

(0,55), (244,0,0)
(0,362), (158,0,0)
(0,286), (187,0,0)
(0,44), (243,0,0)
(0,492), (111,0,0)
(0,176), (221,0,0)
(0,110), (236,0,0)
(0,88), (240,0,0)
(0,66), (242,0,0)
(0,132), (232,0,0)
(0,341), (166,0,0)
(0,432), (133,0,0)
(0,22), (243,0,0)
(0,154), (227,0,0)
(0,412), (140,0,0)
(0,297), (183,0,0)
(0,452), (125,0,0)
(0,77), (241,0,0)
(0,319), (174,0,0)
(0,472), (119,0,0)
(0,11), (243,0,0)
(0,330), (170,0,0)
(0,264), (194,0,0)
(0,99), (238,0,0)
(0,462), (121,0,0)
(0,220), (208,0,0)
(0,392), (147,0,0)
(0,482), (114,0,0)(
0,502), (107,0,0)
(0,352), (163,0,0)
(0,165), (225,0,0)
(0,402), (144,0,0)
(0,121), (234,0,0)
(0,372), (154,0,0)
(0,198), (215,0,0)
(0,143), (229,0,0)
(0,442), (129,0,0)
((00,187,), 422), (137,(0,0218),0,
0)
(0,382), (151,0,0)
(0,0), (244,0,0)
(1,209), (212,0,0)
(1,253), (198,0,0)
(1,231), (206,0,0)
(1,275), (191,0,0)
(1,308), (178,0,0)
(1,33), (244,0,0)
(1,242), (201,0,0)
(1,286), (186,0,0)
(1,55), (244,0,0)
(1,362), (158,0,0)
(1,44), (243,0,0)
(1,176), (222,0,0)
(1,492), (111,0,0)
(1,110), (236,0,0)
(1,154), (228,0,0)
(1,432), (132,0,0)
(1,88), (240,0,0)
(1,297), (183,0,0)
(1,341), (166,0,0)
(1,132), (232,0,0)
(1,472), (118,0,0)
(1,319), (174,0,0)
(1,412), (140,0,0)
(1,22), (244,0,0)
(1,66), (242,0,0)
(1,452), (126,0,0)
(1,77), (241,0,0)
(1,330), (170,0,0)
(1,392), (147,0,0)
(1,99), (238,0,0)
(1,352), (161,0,0)
(1,462), (121,0,0)
(1,11), (245,0,0)
(1,502), (106,0,0)
(1,220), (209,0,0)
(1,264), (194,0,0)
(1,482), (115,0,0)
(1,121), (235,0,0)
(1,372), (155,0,0)
(1,198), (215,0,0)
(1,187), (219,0,0)
(1,143), (230,0,0)
(1,442), (128,0,0)
(1,165), (224,0,0)
(1,402), (143,0,0)
(1,422), (136,0,0)
(1,382), (152,0,0)
(2,209), (211,0,0)
(2,253), (198,0,0)
(2,231), (204,0,0)
(2,275), (190,0,0)
(1,0), (244,0,0)
(2,308), (178,0,0)
(2,33), (243,0,0)
(2,286), (186,0,0)
(2,242), (200,0,0)
(2,55), (242,0,0)
(2,362), (157,0,0)
(2,44), (243,0,0)
(2,110), (236,0,0)
(2,154), (226,0,0)
(2,432), (131,0,0)
(2,88), (238,0,0)
(2,176), (221,0,0)
(2,472), (117,0,0)
(2,492), (111,0,0)
(2,412), (139,0,0)
(2,66), (241,0,0)
(2,297), (182,0,0)
(2(,2,341), (165,0,0132), ()231,0,0)

(2,319), (174,0,0)
(2,22), (243,0,0)
(2,77), (240,0,0)
(2,452), (124,0,0)
(2,392), (146,0,0)
(2,330), (170,0,0)
(2,99), (238,0,0)
(2,11), (243,0,0)
(2,502), (107,0,0)
(2,352), (162,0,0)
(2,264), (193,0,0)
(2,482), (114,0,0)
(2,121), (234,0,0)
(2,220), (207,0,0)
(2,462), (121,0,0)
(2,372), (155,0,0)
(2,143), (229,0,0)
(2,198), (215,0,0)
(2,165), (223,0,0)
(2,187), (219,0,0)
(2,402), (143,0,0)
(2,382), (150,0,0)
(2,422), (136,0,0)
(3,209), (212,0,0)
(3,231), (205,0,0)
(3,253), (198,0,0)
(3,275), (191,0,0)
(3,308), (179,0,0)
(3,33), (245,0,0)
(3,286), (187,0,0)
(3,242), (201,0,0)
((3,344,), (362244,0), ,0)(
159,0,0)
(3,55), (243,0,0)
(3,110), (237,0,0)
(3,88), (239,0,0)
(3,432), (132,0,0)
(2,442), (129,0,0)
(3,154), (227,0,0)
(3,412), (140,0,0)
(3,472), (118,0,0)
(3,132), (233,0,0)
(3,492), (110,0,0)
(3,176), (221,0,0)
(3,66), (242,0,0)
(3,297), (183,0,0)
(3,452), (125,0,0)
(3,341), (166,0,0)
(3,392), (147,0,0)
(3,319), (174,0,0)
(3,22), (244,0,0)
(3,77), (241,0,0)
(2,0), (243,0,0)
(3,99), (237,0,0)
(3,11), (243,0,0)
(3,502), (107,0,0)
(3,264), (193,0,0)
(3,352), (161,0,0)
(3,482), (114,0,0)
(3,121), (234,0,0)
(3,372), (153,0,0)
(3,220), (208,0,0)
(3,330), (170,0,0)
(3,187), (218,0,0)
(3,143), (229,0,0)
(3,422), (135,0,0)
(3,382), (150,0,0)
(4,231), (205,0,0)
(3,165), (224,0,0)
(3,402), (142,0,0)
(3,198), (215,0,0)
(4,209), (211,0,0)
(4,275), (189,0,0)
(4,253), (197,0,0)
(4,308), (177,0,0)
(4,33), (243,0,0)
(4,286), (185,0,0)
(4,242), (201,0,0)
(4,362), (157,0,0)
(4,44), (243,0,0)
(4,55), (243,0,0)
(4,110), (236,0,0)
(4,432), (130,0,0)
(4,132), (231,0,0)
(4,88), (240,0,0)
(4,176), (222,0,0)
(4,492), (111,0,0)
(4,66), (241,0,0)
(4,154), (226,0,0)
(4,412), (139,0,0)
(4,452), (123,0,0)
(3,442), (127,0,0)
(4,472), (115,0,0)
(4,341), (165,0,0)
(4,297), (180,0,0)
(4,392), (145,0,0)
(4,22), (245,0,0)
(4,319), (172,0,0)
(4,77), (241,0,0)
(4,99), (238,0,0)
(3,462), (121,0,0)
(4,11), (244,0,0)
(4,264), (194,0,0)
(4,502), (106,0,0)
(4,482), (113,0,0)
